"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
"4144";42;"semp";"marr";"ter";"no";753;"no";"no";17;"jun";31;1;-1;0;"unk";"no"
"4145";29;"bcol";"marr";"sec";"no";358;"no";"no";21;"jul";88;5;-1;0;"unk";"no"
"4146";52;"bcol";"marr";"prim";"no";1141;"yes";"no";12;"may";22;5;-1;0;"unk";"no"
"4147";40;"tech";"marr";"sec";"no";1259;"no";"no";20;"may";234;5;-1;0;"unk";"no"
"4148";30;"serv";"marr";"sec";"no";227;"no";"yes";3;"jun";23;1;-1;0;"unk";"no"
"4149";55;"ent";"div";"sec";"no";538;"yes";"no";7;"aug";353;2;-1;0;"unk";"yes"
"4150";49;"mana";"marr";"ter";"no";92;"yes";"no";6;"may";221;2;-1;0;"unk";"no"
"4151";33;"tech";"marr";"ter";"no";823;"no";"no";25;"feb";196;1;87;4;"fail";"no"
"4152";32;"serv";"sing";"sec";"no";2478;"no";"yes";20;"nov";395;1;-1;0;"unk";"no"
"4153";21;"stu";"sing";"sec";"no";6844;"no";"no";14;"aug";126;3;127;7;"oth";"no"
"4154";42;"tech";"marr";"sec";"no";44;"yes";"no";3;"feb";13;5;-1;0;"unk";"no"
"4155";56;"semp";"marr";"sec";"no";8;"no";"yes";9;"jul";170;1;-1;0;"unk";"no"
"4156";39;"unk";"sing";"sec";"no";914;"no";"no";5;"jun";20;1;-1;0;"unk";"no"
"4157";30;"ent";"sing";"sec";"no";638;"no";"no";14;"jul";358;6;-1;0;"unk";"no"
"4158";55;"ret";"marr";"sec";"no";159;"no";"no";28;"aug";159;1;-1;0;"unk";"no"
"4159";43;"bcol";"marr";"prim";"no";483;"yes";"no";12;"may";225;3;-1;0;"unk";"no"
"4160";33;"unem";"marr";"sec";"no";94;"no";"no";10;"aug";493;1;181;14;"suc";"yes"
"4161";57;"ret";"marr";"sec";"no";144;"no";"no";11;"jan";585;1;192;2;"suc";"yes"
"4163";56;"tech";"div";"ter";"no";41;"yes";"no";20;"nov";26;1;-1;0;"unk";"no"
"4164";29;"serv";"sing";"unk";"no";33;"no";"no";1;"jul";161;1;-1;0;"unk";"no"
"4165";38;"bcol";"marr";"prim";"no";56;"yes";"yes";12;"jun";122;1;-1;0;"unk";"no"
"4166";59;"mana";"marr";"ter";"no";1881;"no";"no";19;"nov";456;2;-1;0;"unk";"no"
"4167";42;"tech";"sing";"unk";"no";344;"yes";"no";3;"jun";26;7;-1;0;"unk";"no"
"4169";31;"adm";"marr";"sec";"no";3;"yes";"no";28;"jul";37;12;-1;0;"unk";"no"
"4170";46;"serv";"div";"sec";"no";221;"yes";"no";14;"may";150;1;360;1;"fail";"no"
"4171";50;"semp";"marr";"sec";"no";36;"no";"no";13;"aug";104;10;-1;0;"unk";"no"
"4172";42;"bcol";"marr";"prim";"no";969;"yes";"no";13;"may";721;1;-1;0;"unk";"no"
"4173";36;"serv";"sing";"sec";"no";76;"no";"no";20;"jun";9;13;-1;0;"unk";"no"
"4174";25;"adm";"sing";"ter";"no";22;"no";"no";26;"may";68;1;-1;0;"unk";"no"
"4175";42;"mana";"sing";"ter";"no";197;"no";"no";4;"may";74;3;-1;0;"unk";"no"
"4176";27;"stu";"sing";"ter";"no";-148;"yes";"no";11;"sep";146;3;224;1;"oth";"no"
"4177";32;"bcol";"marr";"prim";"no";415;"yes";"no";2;"jun";777;4;-1;0;"unk";"yes"
"4178";57;"mana";"marr";"ter";"no";1341;"yes";"no";8;"may";339;2;-1;0;"unk";"no"
"4179";48;"bcol";"marr";"sec";"no";865;"yes";"no";13;"may";78;2;-1;0;"unk";"no"
"4180";25;"bcol";"div";"sec";"no";-566;"yes";"no";26;"may";248;2;-1;0;"unk";"no"
"4181";33;"serv";"marr";"sec";"no";21;"yes";"yes";20;"may";201;1;-1;0;"unk";"no"
"4182";26;"tech";"sing";"sec";"no";1275;"yes";"no";20;"jun";18;9;-1;0;"unk";"no"
"4183";50;"bcol";"marr";"sec";"no";579;"no";"no";26;"aug";83;4;-1;0;"unk";"no"
"4184";60;"tech";"sing";"ter";"no";2934;"no";"no";8;"aug";233;2;-1;0;"unk";"no"
"4185";47;"mana";"marr";"ter";"no";6637;"yes";"no";17;"apr";174;2;-1;0;"unk";"no"
"4186";31;"mana";"marr";"ter";"no";271;"no";"no";18;"nov";89;1;-1;0;"unk";"no"
"4188";36;"serv";"marr";"sec";"no";472;"yes";"no";19;"jun";1017;1;-1;0;"unk";"no"
"4189";43;"bcol";"marr";"prim";"no";487;"yes";"no";7;"may";548;2;-1;0;"unk";"no"
"4190";30;"tech";"sing";"ter";"no";699;"yes";"no";11;"aug";213;4;-1;0;"unk";"no"
"4191";32;"bcol";"marr";"sec";"no";15;"no";"no";5;"feb";210;1;-1;0;"unk";"no"
"4192";31;"mana";"sing";"ter";"no";113;"yes";"no";17;"apr";224;3;74;4;"fail";"no"
"4193";29;"mana";"sing";"sec";"no";584;"yes";"no";16;"jun";541;19;-1;0;"unk";"no"
"4194";48;"serv";"div";"sec";"no";3186;"no";"yes";9;"apr";104;1;-1;0;"unk";"no"
"4195";32;"serv";"sing";"sec";"no";133;"no";"no";15;"apr";171;1;-1;0;"unk";"yes"
"4196";30;"hous";"sing";"ter";"no";868;"no";"no";7;"aug";387;2;-1;0;"unk";"no"
"4197";48;"bcol";"marr";"sec";"no";48;"yes";"no";15;"may";830;1;352;2;"fail";"yes"
"4198";51;"bcol";"marr";"unk";"no";1883;"yes";"no";5;"may";57;1;-1;0;"unk";"no"
"4199";32;"mana";"marr";"ter";"no";66;"no";"no";20;"apr";97;1;-1;0;"unk";"yes"
"4200";30;"bcol";"marr";"sec";"no";63;"yes";"no";17;"apr";474;2;-1;0;"unk";"no"
"4201";49;"mana";"sing";"prim";"no";548;"no";"no";31;"jul";115;6;-1;0;"unk";"no"
"4202";36;"unem";"marr";"sec";"no";-872;"yes";"yes";20;"nov";153;1;183;1;"fail";"no"
"4203";37;"bcol";"div";"sec";"no";33;"yes";"no";20;"nov";106;2;167;1;"fail";"no"
"4204";37;"mana";"marr";"ter";"no";1689;"yes";"no";29;"may";645;2;-1;0;"unk";"no"
"4205";49;"bcol";"marr";"prim";"no";92;"no";"no";9;"jun";210;2;-1;0;"unk";"no"
"4207";40;"stu";"marr";"sec";"no";26;"no";"no";19;"nov";52;1;152;6;"fail";"no"
"4208";57;"tech";"marr";"sec";"no";589;"yes";"no";2;"feb";223;1;76;4;"fail";"no"
"4209";39;"tech";"marr";"sec";"no";626;"yes";"no";11;"may";126;2;-1;0;"unk";"no"
"4211";51;"bcol";"div";"sec";"no";78;"yes";"no";27;"may";723;2;-1;0;"unk";"no"
"4212";27;"bcol";"sing";"sec";"no";3792;"no";"no";22;"apr";279;2;-1;0;"unk";"yes"
"4213";38;"bcol";"sing";"ter";"no";1458;"no";"no";17;"jul";293;20;-1;0;"unk";"no"
"4214";30;"tech";"sing";"sec";"no";-522;"yes";"yes";5;"may";670;2;286;6;"fail";"yes"
"4215";36;"stu";"sing";"unk";"no";386;"no";"no";18;"jun";359;2;-1;0;"unk";"no"
"4216";37;"unem";"marr";"sec";"no";1978;"no";"no";9;"sep";404;1;182;1;"suc";"yes"
"4217";37;"adm";"marr";"sec";"no";459;"no";"no";14;"oct";317;6;192;1;"suc";"no"
"4218";38;"unem";"marr";"ter";"no";2812;"yes";"no";30;"apr";830;1;-1;0;"unk";"yes"
"4219";48;"mana";"marr";"ter";"no";557;"no";"yes";19;"nov";37;1;-1;0;"unk";"no"
"4220";26;"hous";"marr";"sec";"no";-759;"yes";"no";11;"jul";191;1;-1;0;"unk";"no"
"4221";33;"bcol";"sing";"sec";"no";-416;"yes";"no";16;"may";767;2;-1;0;"unk";"yes"
"4222";47;"tech";"marr";"unk";"no";216;"yes";"no";6;"may";168;1;-1;0;"unk";"no"
"4223";45;"mana";"div";"ter";"no";22;"yes";"no";18;"jun";89;4;-1;0;"unk";"no"
"4225";69;"ret";"marr";"unk";"no";426;"no";"no";9;"mar";225;1;90;1;"suc";"yes"
"4226";65;"unk";"marr";"unk";"no";4717;"no";"no";6;"aug";256;1;-1;0;"unk";"yes"
"4227";37;"bcol";"marr";"sec";"no";395;"yes";"no";6;"may";219;2;-1;0;"unk";"no"
"4229";36;"bcol";"marr";"sec";"no";-26;"yes";"no";8;"may";177;2;-1;0;"unk";"no"
"4230";62;"semp";"div";"ter";"no";6;"yes";"no";13;"oct";216;1;183;4;"suc";"yes"
"4231";37;"mana";"marr";"ter";"no";439;"no";"yes";25;"jul";106;2;-1;0;"unk";"no"
"4232";39;"serv";"div";"sec";"no";687;"yes";"no";9;"jul";869;1;-1;0;"unk";"yes"
"4233";38;"tech";"sing";"sec";"no";-242;"yes";"no";18;"may";1173;3;278;6;"suc";"yes"
"4234";31;"mana";"marr";"ter";"no";582;"yes";"no";15;"jul";58;2;-1;0;"unk";"no"
"4235";58;"bcol";"div";"prim";"no";8218;"yes";"no";31;"jul";124;10;-1;0;"unk";"no"
"4236";44;"mana";"sing";"ter";"no";1424;"yes";"no";8;"aug";201;2;-1;0;"unk";"no"
"4237";31;"bcol";"marr";"sec";"no";92;"yes";"no";16;"may";688;1;-1;0;"unk";"yes"
"4238";33;"tech";"sing";"sec";"no";285;"no";"no";9;"feb";501;2;-1;0;"unk";"yes"
"4239";36;"tech";"sing";"ter";"no";197;"no";"no";30;"apr";260;1;-1;0;"unk";"yes"
"4240";31;"tech";"sing";"sec";"no";235;"no";"no";4;"aug";139;1;-1;0;"unk";"no"
"4241";45;"adm";"marr";"sec";"no";-547;"yes";"no";3;"jun";214;2;-1;0;"unk";"no"
"4242";30;"tech";"sing";"ter";"no";411;"no";"no";21;"apr";142;1;-1;0;"unk";"no"
"4243";31;"bcol";"marr";"sec";"no";584;"yes";"no";18;"jul";154;2;-1;0;"unk";"no"
"4244";30;"mana";"marr";"ter";"no";997;"yes";"yes";21;"nov";81;1;-1;0;"unk";"no"
"4245";39;"adm";"div";"sec";"no";83;"yes";"no";30;"jul";69;6;-1;0;"unk";"no"
"4246";41;"mana";"marr";"ter";"no";6563;"no";"no";27;"aug";136;8;-1;0;"unk";"no"
"4249";36;"bcol";"marr";"prim";"no";398;"yes";"no";12;"jun";278;1;-1;0;"unk";"no"
"4250";58;"adm";"marr";"ter";"no";1145;"yes";"no";2;"feb";82;2;-1;0;"unk";"no"
"4251";32;"mana";"sing";"ter";"no";2;"yes";"no";11;"sep";100;2;-1;0;"unk";"yes"
"4252";33;"mana";"sing";"ter";"no";21;"yes";"no";19;"nov";171;1;183;1;"fail";"no"
"4253";49;"ent";"marr";"prim";"no";563;"no";"no";19;"jun";84;1;-1;0;"unk";"no"
"4254";33;"mana";"marr";"ter";"no";3161;"no";"no";8;"aug";433;2;-1;0;"unk";"no"
"4256";42;"mana";"marr";"sec";"no";1331;"no";"no";23;"jul";698;2;-1;0;"unk";"no"
"4257";50;"hous";"marr";"prim";"no";2929;"no";"no";14;"aug";518;2;-1;0;"unk";"yes"
"4258";32;"serv";"marr";"sec";"yes";-22;"yes";"yes";25;"jul";123;2;-1;0;"unk";"no"
"4259";29;"mana";"sing";"ter";"no";598;"yes";"no";28;"may";317;1;-1;0;"unk";"no"
"4260";32;"serv";"sing";"sec";"no";48;"yes";"no";20;"apr";8;3;-1;0;"unk";"no"
"4262";58;"ret";"marr";"sec";"no";3382;"no";"yes";28;"may";294;2;309;2;"fail";"no"
"4263";59;"tech";"marr";"sec";"no";238;"no";"no";30;"apr";815;1;87;1;"oth";"yes"
"4264";25;"stu";"marr";"ter";"no";1;"yes";"no";21;"jul";857;4;-1;0;"unk";"yes"
"4265";57;"serv";"marr";"sec";"no";162;"yes";"no";5;"may";174;1;-1;0;"unk";"no"
"4266";30;"bcol";"sing";"sec";"no";173;"yes";"no";5;"may";1130;4;-1;0;"unk";"no"
"4267";26;"serv";"sing";"sec";"no";17;"yes";"no";7;"may";13;5;-1;0;"unk";"no"
"4268";50;"serv";"sing";"prim";"no";148;"yes";"no";7;"may";198;2;-1;0;"unk";"no"
"4270";45;"bcol";"marr";"prim";"no";185;"yes";"no";29;"jan";249;3;-1;0;"unk";"no"
"4271";37;"mana";"div";"ter";"no";896;"no";"yes";14;"aug";343;2;-1;0;"unk";"no"
"4272";47;"bcol";"div";"prim";"no";1279;"yes";"no";6;"feb";479;2;-1;0;"unk";"no"
"4273";50;"tech";"marr";"ter";"no";199;"yes";"yes";3;"feb";116;2;253;1;"fail";"no"
"4274";40;"mana";"marr";"sec";"no";99;"no";"no";9;"feb";15;5;-1;0;"unk";"no"
"4275";42;"bcol";"marr";"prim";"no";378;"yes";"no";16;"may";427;3;-1;0;"unk";"no"
"4276";56;"mana";"marr";"ter";"no";15;"no";"no";20;"aug";921;2;-1;0;"unk";"yes"
"4277";49;"adm";"marr";"sec";"no";147;"yes";"yes";29;"jan";41;1;184;7;"fail";"no"
"4278";54;"tech";"marr";"sec";"no";2225;"no";"yes";13;"aug";73;2;-1;0;"unk";"no"
"4279";28;"adm";"sing";"sec";"no";181;"yes";"no";25;"may";65;2;-1;0;"unk";"no"
"4280";31;"hous";"marr";"unk";"yes";-6;"no";"yes";7;"jul";94;2;-1;0;"unk";"no"
"4281";46;"tech";"div";"sec";"no";435;"yes";"no";15;"may";192;3;-1;0;"unk";"no"
"4282";52;"mana";"marr";"sec";"no";335;"no";"no";21;"oct";411;1;182;1;"fail";"yes"
"4283";28;"adm";"div";"sec";"no";-251;"no";"no";18;"jul";641;1;-1;0;"unk";"yes"
"4284";46;"serv";"div";"sec";"no";5;"yes";"yes";29;"jan";305;2;-1;0;"unk";"no"
"4285";54;"semp";"marr";"sec";"no";641;"yes";"no";17;"apr";472;1;148;2;"fail";"no"
"4287";39;"adm";"marr";"ter";"no";722;"no";"no";23;"apr";141;1;-1;0;"unk";"no"
"4288";50;"tech";"marr";"ter";"no";3337;"yes";"yes";31;"jul";24;14;-1;0;"unk";"no"
"4290";56;"adm";"marr";"sec";"no";154;"yes";"no";29;"may";66;2;-1;0;"unk";"no"
"4291";40;"serv";"marr";"ter";"no";35;"no";"no";3;"jul";318;4;317;3;"fail";"no"
"4292";36;"serv";"marr";"sec";"no";895;"yes";"yes";4;"jun";622;1;-1;0;"unk";"no"
"4293";33;"mana";"marr";"ter";"no";752;"yes";"no";11;"aug";104;4;-1;0;"unk";"no"
"4294";33;"bcol";"sing";"sec";"no";1925;"yes";"no";2;"mar";76;2;-1;0;"unk";"no"
"4295";42;"serv";"marr";"sec";"no";-246;"yes";"no";7;"may";149;1;-1;0;"unk";"no"
"4296";30;"semp";"sing";"ter";"no";91;"yes";"yes";16;"may";601;1;-1;0;"unk";"no"
"4297";33;"adm";"sing";"sec";"no";894;"no";"no";5;"feb";509;2;-1;0;"unk";"no"
"4298";26;"bcol";"sing";"sec";"no";592;"yes";"yes";27;"may";174;1;-1;0;"unk";"no"
"4299";26;"adm";"sing";"sec";"no";3529;"no";"yes";7;"sep";57;2;-1;0;"unk";"no"
"4302";49;"bcol";"marr";"prim";"no";371;"yes";"no";31;"jul";18;44;-1;0;"unk";"no"
"4303";33;"bcol";"sing";"prim";"no";1;"yes";"no";20;"apr";257;1;-1;0;"unk";"no"
"4304";46;"tech";"sing";"sec";"no";834;"yes";"no";11;"jul";196;2;-1;0;"unk";"no"
"4305";55;"ent";"marr";"prim";"no";298;"yes";"no";8;"may";144;3;-1;0;"unk";"no"
"4306";49;"serv";"marr";"ter";"no";36;"yes";"no";18;"aug";285;7;-1;0;"unk";"no"
"4307";51;"tech";"marr";"sec";"no";143;"yes";"no";16;"may";627;1;-1;0;"unk";"no"
"4308";27;"adm";"marr";"sec";"no";186;"yes";"no";27;"may";136;2;-1;0;"unk";"no"
"4309";44;"tech";"marr";"sec";"no";5597;"no";"no";20;"jun";27;3;-1;0;"unk";"no"
"4310";40;"serv";"sing";"sec";"no";1547;"yes";"no";12;"may";88;2;173;1;"suc";"no"
"4311";36;"mana";"marr";"ter";"no";1852;"no";"no";8;"may";362;1;-1;0;"unk";"no"
"4312";46;"adm";"sing";"sec";"no";179;"yes";"no";5;"jun";214;5;-1;0;"unk";"no"
"4313";30;"serv";"sing";"sec";"no";2;"yes";"no";20;"apr";404;6;340;1;"fail";"no"
"4314";23;"adm";"marr";"sec";"no";8652;"yes";"no";24;"jun";103;6;-1;0;"unk";"no"
"4315";31;"tech";"sing";"sec";"no";1626;"no";"no";7;"may";356;2;286;3;"fail";"no"
"4316";37;"adm";"marr";"sec";"no";749;"no";"no";21;"apr";219;1;-1;0;"unk";"no"
"4317";49;"bcol";"marr";"unk";"no";51;"yes";"no";7;"may";984;1;-1;0;"unk";"no"
"4318";27;"serv";"sing";"sec";"yes";-1;"no";"no";22;"jul";60;2;-1;0;"unk";"no"
"4319";32;"bcol";"marr";"sec";"no";-32;"yes";"no";12;"may";145;1;-1;0;"unk";"no"
"4320";70;"ret";"div";"sec";"no";685;"no";"no";5;"mar";252;3;183;1;"fail";"no"
"4321";22;"tech";"sing";"sec";"no";333;"no";"yes";12;"nov";129;1;-1;0;"unk";"no"
"4322";58;"bcol";"marr";"sec";"no";-27;"no";"yes";31;"jul";77;13;-1;0;"unk";"no"
"4323";33;"bcol";"marr";"sec";"no";932;"yes";"no";21;"may";226;1;-1;0;"unk";"no"
"4325";50;"mana";"div";"ter";"no";1;"yes";"yes";13;"may";157;1;299;3;"fail";"no"
"4326";30;"bcol";"marr";"sec";"no";-626;"yes";"no";9;"jul";205;1;-1;0;"unk";"no"
"4327";37;"mana";"sing";"ter";"no";9;"no";"no";26;"aug";484;2;-1;0;"unk";"no"
"4328";55;"serv";"div";"prim";"no";653;"no";"no";6;"jun";800;1;-1;0;"unk";"no"
"4329";49;"adm";"marr";"sec";"no";368;"yes";"no";13;"nov";231;1;-1;0;"unk";"yes"
"4330";41;"bcol";"marr";"prim";"no";293;"yes";"yes";7;"may";102;1;-1;0;"unk";"no"
"4331";40;"mana";"sing";"ter";"no";36;"yes";"no";27;"may";240;3;-1;0;"unk";"no"
"4332";48;"mana";"marr";"ter";"no";263;"yes";"no";5;"may";350;2;-1;0;"unk";"no"
"4333";27;"stu";"sing";"sec";"no";8366;"no";"no";7;"may";458;2;349;1;"oth";"no"
"4334";30;"mana";"sing";"ter";"no";2186;"yes";"no";3;"jun";366;1;-1;0;"unk";"no"
"4335";37;"ent";"sing";"sec";"no";2453;"yes";"no";4;"may";115;1;-1;0;"unk";"no"
"4336";37;"serv";"sing";"sec";"no";15;"no";"yes";17;"jun";260;4;-1;0;"unk";"no"
"4337";40;"bcol";"marr";"sec";"no";44;"yes";"no";5;"jun";327;2;-1;0;"unk";"no"
"4338";73;"ret";"marr";"unk";"no";519;"no";"no";16;"oct";434;1;57;1;"fail";"yes"
"4339";50;"mana";"marr";"ter";"no";19447;"yes";"yes";21;"nov";166;1;-1;0;"unk";"no"
"4340";55;"bcol";"marr";"prim";"no";225;"no";"no";18;"jul";171;7;-1;0;"unk";"no"
"4341";47;"bcol";"marr";"sec";"no";2548;"yes";"no";11;"may";577;1;368;1;"oth";"no"
"4343";50;"bcol";"marr";"unk";"no";2284;"yes";"no";31;"jul";1088;17;-1;0;"unk";"yes"
"4344";51;"bcol";"marr";"prim";"no";4;"yes";"no";13;"may";79;1;370;1;"fail";"no"
"4345";42;"hous";"div";"ter";"no";364;"no";"no";18;"nov";52;1;-1;0;"unk";"no"
"4346";33;"tech";"sing";"sec";"no";174;"no";"no";11;"may";259;4;-1;0;"unk";"no"
"4347";44;"tech";"marr";"sec";"no";1888;"yes";"no";5;"aug";163;1;-1;0;"unk";"no"
"4349";60;"ret";"marr";"ter";"no";225;"no";"no";19;"aug";54;2;-1;0;"unk";"no"
"4350";60;"ret";"div";"ter";"no";2131;"no";"no";10;"jul";421;6;-1;0;"unk";"no"
"4351";29;"bcol";"sing";"sec";"no";-2;"no";"yes";21;"jul";574;1;-1;0;"unk";"yes"
"4352";39;"mana";"sing";"sec";"no";36;"no";"no";29;"aug";70;2;-1;0;"unk";"no"
"4353";47;"bcol";"marr";"prim";"no";2642;"no";"no";13;"aug";310;2;-1;0;"unk";"no"
"4354";30;"adm";"marr";"ter";"no";4;"yes";"no";7;"may";223;1;-1;0;"unk";"no"
"4355";31;"tech";"sing";"ter";"no";1214;"no";"no";3;"feb";39;1;-1;0;"unk";"no"
"4356";29;"mana";"sing";"ter";"no";-292;"yes";"no";19;"aug";181;6;-1;0;"unk";"no"
"4357";51;"adm";"marr";"sec";"no";1415;"yes";"no";2;"jun";151;3;-1;0;"unk";"no"
"4358";38;"bcol";"marr";"sec";"no";213;"yes";"no";16;"jun";270;15;-1;0;"unk";"no"
"4359";47;"adm";"sing";"sec";"no";254;"no";"no";18;"nov";110;5;-1;0;"unk";"no"
"4360";46;"hous";"sing";"ter";"no";3232;"no";"no";15;"jun";94;2;-1;0;"unk";"no"
"4361";33;"mana";"marr";"ter";"no";296;"no";"no";16;"jul";90;2;-1;0;"unk";"no"
"4362";30;"mana";"marr";"ter";"no";42;"no";"no";25;"aug";115;6;-1;0;"unk";"no"
"4363";40;"tech";"marr";"sec";"no";697;"no";"no";24;"jun";220;2;219;2;"oth";"no"
"4364";38;"bcol";"sing";"sec";"no";13156;"yes";"no";17;"apr";291;4;331;1;"fail";"no"
"4365";63;"ret";"div";"sec";"no";149;"no";"no";8;"jun";506;1;-1;0;"unk";"yes"
"4366";33;"mana";"marr";"ter";"no";15;"no";"no";21;"aug";151;2;-1;0;"unk";"no"
"4368";29;"mana";"sing";"ter";"no";421;"yes";"no";18;"may";119;1;-1;0;"unk";"no"
"4369";54;"serv";"div";"sec";"no";112;"yes";"no";12;"may";33;3;175;2;"oth";"no"
"4370";57;"tech";"marr";"sec";"no";1663;"yes";"no";30;"may";352;3;-1;0;"unk";"no"
"4371";57;"bcol";"marr";"prim";"no";5431;"yes";"yes";6;"may";383;1;-1;0;"unk";"no"
"4372";28;"serv";"sing";"sec";"no";317;"yes";"no";16;"may";21;3;-1;0;"unk";"no"
"4373";30;"tech";"sing";"sec";"no";4787;"yes";"no";18;"nov";266;1;167;2;"fail";"no"
"4374";28;"bcol";"marr";"sec";"no";225;"yes";"yes";7;"may";866;2;-1;0;"unk";"no"
"4375";45;"serv";"div";"prim";"no";3854;"yes";"no";20;"jun";10;3;-1;0;"unk";"no"
"4376";29;"serv";"div";"sec";"no";92;"yes";"no";7;"may";240;1;-1;0;"unk";"no"
"4377";42;"bcol";"marr";"prim";"no";-1;"yes";"no";9;"may";291;4;-1;0;"unk";"no"
"4378";31;"bcol";"marr";"sec";"no";-617;"yes";"no";2;"jun";115;2;-1;0;"unk";"no"
"4379";59;"hous";"div";"prim";"no";195;"no";"no";5;"may";366;2;-1;0;"unk";"no"
"4380";41;"bcol";"marr";"prim";"no";1172;"yes";"no";15;"may";153;1;-1;0;"unk";"no"
"4383";30;"serv";"div";"sec";"no";-94;"yes";"no";14;"jul";41;2;-1;0;"unk";"no"
"4384";26;"adm";"sing";"sec";"no";69;"no";"no";28;"jan";112;1;-1;0;"unk";"no"
"4385";52;"mana";"sing";"ter";"no";4;"no";"yes";28;"jul";30;9;-1;0;"unk";"no"
"4386";32;"ent";"div";"sec";"no";1121;"yes";"yes";16;"apr";211;3;-1;0;"unk";"no"
"4387";39;"mana";"div";"ter";"no";355;"yes";"no";25;"aug";313;5;-1;0;"unk";"no"
"4388";31;"bcol";"marr";"sec";"no";3653;"yes";"yes";21;"nov";252;1;168;4;"fail";"no"
"4389";83;"ret";"div";"prim";"no";197;"no";"no";5;"mar";181;1;-1;0;"unk";"yes"
"4390";43;"mana";"marr";"ter";"no";436;"no";"yes";28;"jul";118;4;-1;0;"unk";"no"
"4391";40;"bcol";"marr";"sec";"no";4795;"yes";"no";17;"apr";57;1;-1;0;"unk";"no"
"4392";39;"semp";"marr";"sec";"no";266;"no";"no";11;"may";102;2;-1;0;"unk";"no"
"4393";50;"unem";"marr";"sec";"no";3357;"no";"no";9;"jun";239;4;-1;0;"unk";"yes"
"4394";30;"tech";"marr";"ter";"no";11;"yes";"yes";7;"jul";187;3;-1;0;"unk";"no"
"4395";43;"bcol";"marr";"sec";"no";191;"yes";"no";15;"may";66;2;-1;0;"unk";"no"
"4396";49;"bcol";"marr";"sec";"no";1568;"no";"no";21;"may";206;6;-1;0;"unk";"no"
"4398";37;"bcol";"marr";"sec";"no";35;"yes";"no";18;"may";7;7;367;25;"fail";"no"
"4399";57;"ret";"marr";"ter";"no";31;"no";"no";19;"aug";260;2;-1;0;"unk";"no"
"4400";29;"ent";"marr";"sec";"no";452;"yes";"no";27;"may";347;1;-1;0;"unk";"no"
"4401";48;"adm";"marr";"sec";"no";5;"yes";"no";7;"may";697;2;-1;0;"unk";"no"
"4402";38;"ent";"div";"ter";"no";7929;"no";"no";8;"jul";182;3;-1;0;"unk";"no"
"4403";41;"ent";"marr";"prim";"no";39;"yes";"no";21;"nov";549;2;-1;0;"unk";"yes"
"4404";39;"hous";"marr";"prim";"no";267;"no";"no";9;"jun";1151;5;-1;0;"unk";"no"
"4405";31;"mana";"marr";"ter";"no";4945;"no";"no";11;"aug";445;1;-1;0;"unk";"no"
"4406";51;"tech";"marr";"sec";"no";463;"yes";"no";13;"may";213;5;-1;0;"unk";"no"
"4407";60;"unem";"sing";"sec";"no";2116;"yes";"no";13;"may";409;2;-1;0;"unk";"no"
"4408";45;"adm";"div";"sec";"no";59;"yes";"no";24;"jul";873;8;-1;0;"unk";"yes"
"4409";28;"bcol";"marr";"sec";"no";131;"yes";"no";12;"may";147;5;-1;0;"unk";"no"
"4410";57;"ret";"marr";"sec";"no";17;"no";"no";14;"jul";85;2;-1;0;"unk";"no"
"4411";36;"unem";"marr";"sec";"no";-35;"no";"no";30;"jan";339;3;-1;0;"unk";"no"
"4412";49;"tech";"marr";"prim";"no";23;"yes";"no";8;"may";96;1;-1;0;"unk";"no"
"4413";37;"mana";"sing";"ter";"no";2679;"yes";"no";7;"may";195;1;-1;0;"unk";"no"
"4414";65;"ret";"marr";"prim";"no";493;"no";"no";16;"oct";622;1;182;1;"fail";"no"
"4415";26;"serv";"sing";"sec";"no";256;"yes";"no";4;"may";101;2;-1;0;"unk";"no"
"4416";52;"bcol";"marr";"prim";"no";-133;"no";"no";5;"jun";96;2;-1;0;"unk";"no"
"4417";32;"bcol";"sing";"sec";"no";811;"yes";"no";14;"may";563;1;-1;0;"unk";"yes"
"4418";33;"unem";"marr";"ter";"no";32;"yes";"yes";16;"apr";670;1;-1;0;"unk";"no"
"4419";43;"mana";"marr";"ter";"no";3529;"yes";"no";4;"aug";190;3;-1;0;"unk";"no"
"4420";26;"tech";"sing";"ter";"no";75;"yes";"yes";19;"may";351;1;-1;0;"unk";"no"
"4421";45;"tech";"marr";"sec";"no";999;"yes";"no";20;"nov";215;6;188;2;"fail";"no"
"4422";30;"mana";"sing";"ter";"no";7845;"yes";"no";3;"jun";59;1;-1;0;"unk";"no"
"4423";37;"serv";"div";"prim";"no";26;"yes";"no";17;"apr";446;2;-1;0;"unk";"no"
"4424";45;"mana";"sing";"ter";"no";248;"yes";"no";18;"oct";310;1;804;1;"fail";"yes"
"4425";31;"mana";"marr";"ter";"no";1557;"yes";"yes";13;"may";213;1;-1;0;"unk";"no"
"4426";37;"serv";"marr";"sec";"no";55;"yes";"yes";27;"may";371;2;-1;0;"unk";"no"
"4427";41;"adm";"marr";"ter";"no";1536;"no";"no";4;"may";54;2;-1;0;"unk";"no"
"4429";48;"bcol";"marr";"unk";"no";439;"yes";"no";2;"feb";212;1;249;2;"oth";"no"
"4430";45;"unk";"marr";"prim";"no";44;"no";"no";11;"jun";81;1;-1;0;"unk";"no"
